taluk,district
Ghattia,Ujjain
Kanad,Shajapur
Polai Kalan,Ujjain
Jharda,Ujjain
Salsalai,Shajapur
Sundersi,Shajapur
Bhokardan,Jalna
Kannad,Aurangabad
Paithan,Aurangabad
Gangapur,Aurangabad
Sillod,Aurangabad
Badnapur,Jalna
Jaffrabad,Jalna
Vaijapur,Aurangabad
Phulumbri,Aurangabad
Ambad,Jalna
Jalna,Jalna
Ghansawangi,Jalna
Valijapur,Aurangabad
Soegaon,Aurangabad
Khuldabad,Aurangabad
Phulambri,Aurangabad
Bholardan,Jalna
jalna,Jalna
Ghanwangi,Jalna
Badnapura,Jalna
Bhorkardan,Jalna
Georai,Beed
Beed,Beed
Patoda,Beed
Ambejogai,Beed
K Dharur,Beed
Ashti,Beed
Majalgaon,Beed
Shirur K,Beed
Kille Dahrur,Beed
Manjlegaon,Beed
Ambajogai,Beed
Parli Vaij.,Beed
Bid,Beed
Kaij,Beed
Wadwani,Beed
Parlivaij,Beed
Shirur (Kasar),Beed
Gevrai,Beed
Parli,Beed
Shirur K.,Beed
Kille Dharur,Beed
Majalgoan,Beed
Parli Vaijinath,Beed
Majalgaon S.o.,Beed
Shirur,Beed
Parli Vai.j,Beed
Ambajgoai,Beed
Raver,Jalgaon
Bhusawal,Jalgaon
Chopda,Jalgaon
Jalgaon,Jalgaon
Yawal,Jalgaon
Muktainagar,Jalgaon
Bodwad,Jalgaon
Muktai Nagar,Jalgaon
Jalgoan,Jalgaon
Dhule,Dhule
Shirpur,Dhule
Sindkheda,Dhule
Shinkheda,Dhule
Shindkheda,Dhule
Sakri,Dhule
Akkalkuwa,Nandurbar
Shahada,Nandurbar
Shahade,Nandurbar
Navapur,Nandurbar
Nandurbar,Nandurbar
Dhadgaon,Nandurbar
Taloda,Nandurbar
Shahad,Nandurbar
Nawapur,Nandurbar
Sindkhede,Dhule
Dhadaon,Nandurbar
Akkal Kuwa,Nandurbar
Talode,Nandurbar
Parola,Jalgaon
Erandol,Jalgaon
Pachora,Jalgaon
Bhadgaon,Jalgaon
Amalner,Jalgaon
Dharangaon,Jalgaon
Chalisgaon,Jalgaon
Dharagaon,Jalgaon
Chalisgoan,Jalgaon
Kalwan,Nashik
Chandwad,Nashik
Malegaon,Nashik
Niphad,Nashik
Satana,Nashik
Yeola,Nashik
Chandvad,Nashik
Nandgaon,Nashik
Devla,Nashik
Deola,Nashik
Yevla,Nashik
Chnadwad,Nashik
Yeola.,Nashik
Kalwn,Nashik
Chandwd,Nashik
Biloli,Nanded
Loha,Nanded
Dharmabad,Nanded
Degloor,Nanded
Kinwat,Nanded
Kandhar,Nanded
Mukhed,Nanded
Ardhapur,Nanded
Hadgaon,Nanded
Himayatnagar,Nanded
Umari,Nanded
Mudkhed,Nanded
Bhokar,Nanded
Naigaon,Nanded
Biloi,Nanded
Kiwat,Nanded
Kandhr,Nanded
Kandahr,Nanded
Nanded,Nanded
Bvhokar,Nanded
Nashik,Nashik
Sinnar,Nashik
Surgana,Nashik
Trimbakeshwar,Nashik
Peint,Nashik
Igatpuri,Nashik
Trimabakeshwar,Nashik
Trimbak,Nashik
Dindoir,Nashik
Peth,Nashik
Chanwad,Nashik
Nilanga,Latur
Tuljapur,Osmanabad
Osmanabad,Osmanabad
Ausa,Latur
Omerga,Osmanabad
Paranda,Osmanabad
Kallam,Osmanabad
Chakur,Latur
Bhoom,Osmanabad
Lohara,Osmanabad
Latur,Latur
Deoni,Latur
Shirur-Anantpal,Latur
Vashi,Osmanabad
Renapur,Latur
Ahmedpuer,Latur
Jalkot,Latur
Washi,Osmanabad
Kalamb,Osmanabad
Umarga,Osmanabad
Shirur Anantpal,Latur
Ahmadpur,Latur
Udgir,Latur
Hingoli,Hingoli
Basmath,Hingoli
Sailu,Parbhani
Purna,Parbhani
Sengaon,Hingoli
Mantha,Jalna
Kalamnuri,Hingoli
Partur,Jalna
Jintur,Parbhani
Parbhani,Parbhani
Aundha Nagnath,Hingoli
Gangakhed,Parbhani
Palam,Parbhani
Basmathnagar,Hingoli
Pathri,Parbhani
Manwath,Parbhani
Sonpeth,Parbhani
Mormugao,South Goa
Bicholim,North Goa
Sattari,North Goa
Ponda,South Goa
Pernem,North Goa
Canacona,South Goa
Bardez,North Goa
Tiswadi,North Goa
Quepem,South Goa
Salcate,South Goa
Sanquelim,South Goa
Salcete,South Goa
Sangaum,South Goa
Salsate,South Goa
Cancona,South Goa
Marmugao,South Goa
Salcette,South Goa
Tiswaddi,North Goa
Sanguem,South Goa
Curchorem,South Goa
Kagal,Kolhapur
Chandgad,Kolhapur
Bhudargad,Kolhapur
Gadhinglaj,Kolhapur
Ajara,Kolhapur
Radhanagari,Kolhapur
Shirol,Kolhapur
Shahuwadi,Kolhapur
Hatkanangle,Kolhapur
Hatkanangale,Kolhapur
Panhala,Kolhapur
Karveer,Kolhapur
Ajra,Kolhapur
Gaganbavada,Kolhapur
Karvir,Kolhapur
Hatkanagale,Kolhapur
Karveern,Kolhapur
Guhagar,Ratnagiri
Lanja,Ratnagiri
Dapoli,Ratnagiri
Chiplun,Ratnagiri
Ratnagiri,Ratnagiri
Rajapur,Ratnagiri
Khed (rtg),Ratnagiri
Sangmeshwar,Ratnagiri
Khed,Ratnagiri
Mandangad,Ratnagiri
Snagmeshwar,Ratnagiri
Sanmeshwar,Ratnagiri
Vaibhavwadi,Sindhudurg
Javali,Satara
Kavathe Mahankal,Sangli
K Mahankal,Sangli
Valva,Sangli
Walva,Sangli
Palus,Sangli
Kadegaon,Sangli
Tasgaon,Sangli
Jat,Sangli
Miraj,Sangli
Shirala,Sangli
Atpadi,Sangli
Jath,Sangli
Khnapur,Sangli
K. Mahankal,Sangli
Kavthe Mahankal,Sangli
Kahanapur,Sangli
Shiala,Sangli
Kahanpur,Sangli
K Mhankal,Sangli
Malvan,Sindhudurg
Vengurla,Sindhudurg
Sawantwadi,Sindhudurg
Kudal,Sindhudurg
Devgad,Sindhudurg
Kankavli,Sindhudurg
Dodamarg,Sindhudurg
Kankal I,Sindhudurg
Kankalvi,Sindhudurg
Sindhudurgkudal,Sindhudurg
Malwan,Sindhudurg
Malvsn,Sindhudurg
Kankavi,Sindhudurg
Kanakvli,Sindhudurg
Sawanwtadi,Sindhudurg
Mumbai,Mumbai
Goregaon East,Mumbai
Goregaon West,Mumbai
Borivlai East,Mumbai
Borivali West,Mumbai
Kandivlai West,Mumbai
Dahisar West,Mumbai
Dahisar East,Mumbai
Borivali East,Mumbai
Malad West,Mumbai
Jogeshwari East,Mumbai
Jogeshwari West,Mumbai
Kandivali East,Mumbai
Kandivali West,Mumbai
Malad East,Mumbai
Uran,Raigarh(MH)
Panvel,Raigarh(MH)
Thane,Thane
Digha,Thane
Karjat,Raigarh(MH)
Khalapur,Raigarh(MH)
Rabale,Thane
Khopoli,Raigarh(MH)
Akrjat,Raigarh(MH)
Mahad,Raigarh(MH)
Poladpur,Raigarh(MH)
Shriwardhan,Raigarh(MH)
Mangaon,Raigarh(MH)
Murud,Raigarh(MH)
Roha,Raigarh(MH)
Alibag,Raigarh(MH)
Pen,Raigarh(MH)
Mhasla,Raigarh(MH)
Shrivardhan,Raigarh(MH)
Sudhagad,Raigarh(MH)
Tala,Raigarh(MH)
Ambarnath,Thane
Kalyan,Thane
Bhiwandi,Thane
Wada,Thane
Murbad,Thane
Wade,Thane
Talasari,Thane
Mokhada,Thane
Vasai,Thane
Dahanu,Thane
Palghar,Thane
Vada,Thane
Bassein,Thane
Vikramgad,Thane
Jawhar,Thane
Akot,Akola
Washim,Washim
Akola,Akola
Mangrulpir,Washim
Barshitakli,Akola
Karanja,Washim
Murtijapur,Akola
Balapur,Akola
Achalpur City,Amravati
Daryapur,Amravati
Chandur Raiway,Amravati
Amravati,Amravati
Anjangaon,Amravati
Chandur Bazar,Amravati
Amaravati,Amravati
Chandur Railway,Amravati
Warud,Amravati
Chandur Rly.,Amravati
Paratwada,Amravati
Chikhaldara,Amravati
Dhamangaon R.s.,Amravati
Dhamangaon,Amravati
Dharni,Amravati
Teosa,Amravati
Morshi,Amravati
Chandur Rly,Amravati
Dhamangaon Rly,Amravati
Nandgaon Khandeshwar,Amravati
Bhatkuli,Amravati
Daryapu,Amravati
Tiosa,Amravati
Sindkhed Raja,Buldhana
Khamgaon,Buldhana
Shegaon,Buldhana
Motala,Buldhana
Nandura,Buldhana
Deulgaon Raja,Buldhana
Mehkar,Buldhana
Lonar,Buldhana
Sonala,Buldhana
Malkapur,Buldhana
Buldana,Buldhana
Khamgoan,Buldhana
Kahmgaon,Buldhana
Budlana,Buldhana
Deulgaon Mahi,Buldhana
Sinkhed Raja,Buldhana
Dulgaon Raja,Buldhana
Chikhali,Buldhana
Jalgaon (Jamod),Buldhana
Shegan,Buldhana
Loanr,Buldhana
Nanadura,Buldhana
Mulchera,Gadchiroli
Chimur,Chandrapur
Bramhapuri,Chandrapur
Rajura,Chandrapur
Aheri,Gadchiroli
Gondipipri,Chandrapur
Nagbhir,Chandrapur
Gadchiroli,Gadchiroli
Chamorshi,Gadchiroli
Desaiganj,Chandrapur
Warora,Chandrapur
Kurkheda,Gadchiroli
Sironcha,Gadchiroli
Sindewahi,Chandrapur
Saoli,Chandrapur
Korphana,Chandrapur
Armori,Gadchiroli
Korchi,Gadchiroli
Bhadrawati,Chandrapur
Korpana,Chandrapur
Ballarpur,Chandrapur
Mul,Chandrapur
Bhamragadh,Gadchiroli
Nagbhri,Chandrapur
Etapalli,Gadchiroli
Gondpipri,Chandrapur
Chandrapur Ho,Chandrapur
Dhanora,Gadchiroli
Pombhurna,Chandrapur
Nagbhid,Chandrapur
Ettapalli,Gadchiroli
Narbhir,Chandrapur
Jiwati,Chandrapur
Chamroshid,Gadchiroli
Nabhid,Chandrapur
Chimur Bo,Chandrapur
Sawali,Chandrapur
Chamorhsi,Gadchiroli
Nagpur,Nagpur
Nagpur (Urban),Nagpur
Saoner,Nagpur
Gondia,Gondia
Hingna,Nagpur
Bhiwapur,Nagpur
Pauni,Bhandara
Kamthi,Nagpur
Tumsar,Bhandara
Kuhi,Nagpur
Sakoli,Bhandara
Lakhani,Bhandara
Amgaon,Gondia
Mohadi,Bhandara
Umrer,Nagpur
Tirora,Gondia
Arjuni Morgaon,Gondia
Ramtek,Nagpur
Kalmeshwar,Nagpur
Umred,Nagpur
Sadak Arjuni,Gondia
Lakhandur,Bhandara
Bhandarra,Bhandara
Narkhed,Nagpur
Katol,Nagpur
Goregaon,Gondia
Mouda,Nagpur
Lakhni,Bhandara
Kamptee,Nagpur
Sadak-Arjuni,Gondia
Mauda,Nagpur
Parseoni,Nagpur
Salekasa,Gondia
Narkher,Nagpur
Nagpur Rural,Nagpur
Savner,Nagpur
Gondiya,Gondia
Parsioni,Nagpur
Nagpur (Rural),Nagpur
Kalameshwar,Nagpur
Amgoan,Gondia
Deoli,Wardha
Hinganghat,Wardha
Seloo,Wardha
Wardha,Wardha
Arvi,Wardha
Samudrapur,Wardha
Dhamangaon Railway,Amravati
Hinganghjat,Wardha
Samudraupr,Wardha
Zari Jamni,Yavatmal
Ner Parsopant,Yavatmal
Pusad,Yavatmal
Ner Persopant,Yavatmal
Kalapur,Yavatmal
Ghatanji,Yavatmal
Umarkhed,Yavatmal
Kelapur,Yavatmal
Yavatmal,Yavatmal
Mahagaon,Yavatmal
Ralegaon,Yavatmal
Digras,Yavatmal
Arni,Yavatmal
Babhulgaon,Yavatmal
Umerkhed,Yavatmal
Wani,Yavatmal
Darwha,Yavatmal
Maregaon,Yavatmal
Rlegaon,Yavatmal
Ralegoan,Yavatmal
Nr Persopant,Yavatmal
Jhari Jamni,Yavatmal
Nerparsopant,Yavatmal
Ahmednagar,Ahmed Nagar
Shrigonda,Ahmed Nagar
Shevgaon,Ahmed Nagar
Pathardi,Ahmed Nagar
Parner,Ahmed Nagar
Jamkhed,Ahmed Nagar
Nagar,Ahmed Nagar
Newasa,Ahmed Nagar
Pathadi,Ahmed Nagar
Rahuri,Ahmed Nagar
Shrigoda,Ahmed Nagar
Ahmedangar,Ahmed Nagar
Sangola,Solapur
Madha,Solapur
Malshiras,Solapur
Pandharpur,Solapur
Mangalvedha,Solapur
Karmala,Solapur
Mahda,Solapur
Sangole,Solapur
Snagola,Solapur
Mangalvedhe,Solapur
Malsiras,Solapur
Pamdharpur,Solapur
Mangalwedha,Solapur
Karmalaa,Solapur
Malshira,Solapur
Sngola,Solapur
Malsras,Solapur
Pune City,Pune
Haveli,Pune
Pune,Pune
Mulshi,Pune
Mulashi,Pune
Maval,Pune
Ambegaon,Pune
Indapur,Pune
Junnar,Pune
Bhor,Pune
Daund,Pune
Velhe,Pune
Baramati,Pune
Purandar,Pune
Khandala,Satara
Mawal,Pune
Purandhar,Pune
Shiurur,Pune
Wai,Satara
Phaltan,Satara
Karad,Satara
Khandala Bawada.,Satara
Koregaon,Satara
Khatav,Satara
Satara,Satara
Man,Satara
Khandala Bawada,Satara
Khandalabawada,Satara
Mahabaleshwar,Satara
Kandala Bawada,Satara
Khandalabavada,Satara
Mahabaleshwr,Satara
Satara Koregaon,Satara
Phalatan,Satara
Satara.satara,Satara
Kanandala Bawada,Satara
Jawoli,Satara
Mahabaleshawar,Satara
Man (dahiwadi),Satara
Kahatav,Satara
Kahandala Bawada,Satara
Patan.,Satara
Kahandala Bawda,Satara
Karad.,Satara
Man(dahivadi),Satara
Akole,Ahmed Nagar
Sangamner,Ahmed Nagar
Shrirampur.,Ahmed Nagar
Rahata,Ahmed Nagar
Rahta,Ahmed Nagar
Nevasa,Ahmed Nagar
Kopargaon,Ahmed Nagar
Kopergaon,Ahmed Nagar
Shrirampur,Ahmed Nagar
S.solapur,Solapur
Barshi,Solapur
South Solapur,Solapur
Akkalkot,Solapur
Solapur North,Solapur
Mohol,Solapur
Solapur South,Solapur
North Solapur,Solapur
Akkaikot,Solapur
N.solapur,Solapur
Nort Solapur,Solapur
North Solapur,Solapur
Mhol,Solapur
Solapur,Solapur
Nil,Imphal West
Nil;,Thoubal
Imphal West,Imphal West
Churachandpur,Churachandpur
Aibawk,Aizawl
Saitual,Aizawl
Reiek,Mammit
Hnahthial,Lunglei
Tlangnuam (Part),Aizawl
Chawngte,Lunglei
Tlangnuam,Aizawl
North Thingdawl,Kolasib
Thingsulthliah,Aizawl
Lawngtlai,Lawngtlai
Lungsen,Lunglei
Khawbung,Champhai
East Lungdar (Part),Champhai
Bilkhawthlir,Kolasib
Zawlnuam,Mammit
Tuipang,Saiha
Lunglei,Lunglei
Kolasib,Kolasib
Chandmary,Aizawl
West Bunghmun,Lunglei
Serchhip,Serchhip
S.khawbung,Champhai
Saiha,Saiha
Khawzawl,Champhai
Hanhthial,Lunglei
Sangau,Lawngtlai
Thingsulthliah (Part),Aizawl
Phaileng,Mammit
Mamit,Mammit
Sairang,Mammit
Darlawn,Aizawl
Demagiri,Lunglei
Zotlang,Lunglei
Champhai,Champhai
Kawnpui,Kolasib
Ngopa,Champhai
Bunghmun,Lunglei
Phullen,Aizawl
Kulikawn,Aizawl
Zemabawk,Aizawl
Lengpui,Aizawl
Bawngkawn,Aizawl
Lungdar,Serchhip
West Phaileng,Mammit
E. Lungdar,Serchhip
Vairengte,Kolasib
Siaha,Saiha
Chanmary,Aizawl
Sialsuk,Aizawl
Sihphir,Aizawl
Thingsai,Lunglei
Aghunato,Zunhebotto
Medziphema,Dimapur
Doyang H Project,Wokha
Akuluto,Zunhebotto
Meluri,Phek
Atoizu,Zunhebotto
Zunheboto,Zunhebotto
Mokokchung,Mokokchung
Mongkholemba,Mokokchung
Kiphire,Kiphire
Longkhim,Tuensang
Champang,Mon
Artc,Dimapur
Dimapur,Dimapur
Changtongya,Mokokchung
Tseminyu,Kohima
Zalukie,Peren
Tuli,Mokokchung
Naginimora,Mon
Doyang H. Project,Wokha
Bhandari,Wokha
Chiechama,Kohima
Kohima Village,Kohima
Mon,Mon
Tuensang,Tuensang
Chozuba,Phek
Kohima,Kohima
Lonkhim,Tuensang
Phek,Phek
Chizami,Phek
Noklak,Tuensang
Wokha,Wokha
Dimapur Sadar,Dimapur
Chumukedima,Dimapur
Dimapur Mdg,Dimapur
Ongpangkong,Mokokchung
Ghathashi,Zunhebotto
Kohima Sadar,Kohima
Longleng,Longleng
New Nepaligaon,Dimapur
Kohima Science College,Kohima
Dimapur Bazar,Dimapur
Ongpang Kong,Mokokchung
Pfutsero,Phek
Phek Sadar,Phek
Impur,Mokokchung
Chuchuyimlang,Mokokchung
Peren,Peren
Changtogia,Mokokchung
New Sectt Complex,Kohima
Tizit,Mon
kohima,Kohima
Chozoba,Phek
New Sectt. Complex,Kohima
Chuchulang,Mokokchung
Bishramganj,West Tripura
Manubazar,South Tripura
Ampi,South Tripura
Sekerkote,West Tripura
Agartala,West Tripura
Birendranagar,West Tripura
Melaghar,South Tripura
Santirbazar,South Tripura
Bagma,South Tripura
Sabroom,South Tripura
Sidhai,West Tripura
Jatanbari,South Tripura
Beloniya,South Tripura
Kakranan,South Tripura
Sonamura,West Tripura
Bishalgarh,West Tripura
Kamalghat,West Tripura
Boxonagar,West Tripura
Ranirbazar,West Tripura
Muhuripur,South Tripura
Jolaibari,South Tripura
Anandapur,South Tripura
Matarbari,South Tripura
Garjee,South Tripura
Hrishyamukh,South Tripura
Bagafa,South Tripura
Kathalia,West Tripura
Khayerpur,West Tripura
Jirania,West Tripura
Satchand,South Tripura
Matai,South Tripura
Radhakishorepur,South Tripura
Radhanagar,West Tripura
Simna,West Tripura
Roing,Lower Dibang Valley
Pasighat,East Siang
Alinye,Dibang Valley
Bordumsa Circle,West Siang
Chowkham,Lohit
Anelih,Dibang Valley
Itanagar,Papum Pare
Yupia,Papum Pare
Mebo,East Siang
Tawang,Tawang
Bagra,West Siang
Kalaktang,West Kameng
Balijan,Papum Pare
Bame,West Siang
Seppa,East Kameng
Banderdewa,Papum Pare
Basar,West Siang
Bene,West Siang
Bhalukpong,West Kameng
Ziro,Lower Subansiri
Bomdila,West Kameng
Bordumsa,Changlang
Khonsa,Tirap
Bubang,Changlang
Hayuliang,Papum Pare
Chambang,Kurung Kumey
Changlang,Changlang
Tezu,Lohit
Miao,Changlang
Tenga Market,West Kameng
Dali,West Siang
Damin,Kurung Kumey
Daporijo,Upper Subansiri
Darak,West Siang
Daring,West Siang
Darka,West Siang
Deomali,Tirap
Dirang Basti,West Kameng
Dirang,West Kameng
Namsai,Lohit
Diomukh,Papum Pare
Dumporijo,Upper Subansiri
Vijoynagar,Changlang
Likabali,West Siang
Yingkiong,Upper Siang
Tuting,Upper Siang
Giba,Upper Subansiri
Lumla,Tawang
Pasight,East Siang
Kimin,Papum Pare
Nyapin,Kurung Kumey
Jairampur,Changlang
Tang,Tawang
Longding,Tirap
Kambang,West Siang
Kamlang Nagar,Lohit
Kanubari,Tirap
Kaying,West Siang
Doimukh,Papum Pare
Khellong,West Kameng
Khemiyong,Changlang
Kherem Bisa,Changlang
Hayulinag,Papum Pare
Kokila,Papum Pare
Koloriang,Kurung Kumey
Kombo,West Siang
Mahadevpur,Lohit
Lallung,Changlang
Lemiking,Upper Subansiri
Lepajaring,Upper Subansiri
Jang,Tawang
Liromoba,West Siang
Lish,West Kameng
Logum Jining,West Siang
Maro,Upper Subansiri
Mechuka,West Siang
Medo,Lohit
Naharlagun,Papum Pare
Momong,Lohit
Monigong,West Siang
Munna Camp,West Kameng
Muri,Upper Subansiri
Nacho,Upper Subansiri
Nafra,West Kameng
Namdang,Changlang
Nampong,Changlang
Namsang,Tirap
Namsang Mukh,Tirap
Namtok,Changlang
Narottam Nagar,Tirap
New Mohang,Changlang
Nikte,West Siang
Nirjuli,Papum Pare
Palin,Kurung Kumey
Payum,West Siang
R N Project,Lower Subansiri
Ranglum,Changlang
Gumgong,West Siang
Rupa,West Kameng
Saglee,Papum Pare
Salari,West Kameng
Sangti,West Kameng
Seijosa,East Kameng
Senge,West Kameng
Sippi,Upper Subansiri
Siyum,Upper Subansiri
Soha,Tirap
Sonajuli,Papum Pare
Sunpura,Lohit
Tabarijo,Upper Subansiri
Taksing,Upper Subansiri
Tali,Kurung Kumey
Taliha,Upper Subansiri
Tato,West Siang
Tengaf Market,West Kameng
Tippi,West Kameng
Tirbin,West Siang
Vijoypur,Changlang
Vivek Nagar,West Siang
Wakro,Lohit
Yangkang,Changlang
Yoji Yora,West Siang
Yomcha,West Siang
Abhanga,Dhalai
Paschim Sonatala,West Tripura
Baruakandi,North Tripura
Ambassa,Dhalai
Saraspur,North Tripura
Anandabazar,North Tripura
Pecharthal,North Tripura
Asharambari,West Tripura
Teliamura,West Tripura
Gournagar,North Tripura
Bachaibari,West Tripura
Bagaicherri,Dhalai
Bagbassa,North Tripura
Dakshin Padmabil,West Tripura
Balidhum,North Tripura
Bishnupur,North Tripura
Balaram,Dhalai
Jalai,North Tripura
Balicherra,North Tripura
Baligaon,Dhalai
Bamancherra,Dhalai
Banbazar,West Tripura
Baralutma,Dhalai
Baramaidan,West Tripura
Barmura,West Tripura
Belcherra,West Tripura
Behalabari,West Tripura
Bhangmun,North Tripura
Betchesrra,North Tripura
Samrurpar,North Tripura
Bhagabannagar,North Tripura
Bhagirathpara,Dhalai
Bhagyapur,North Tripura
Bharatsardarbari,West Tripura
Sonaimuri,North Tripura
Panisagar,North Tripura
Lalcherra,North Tripura
Birchandranagar,North Tripura
Brahmacherra,West Tripura
Brajendranagar,North Tripura
Bullongbassa,Dhalai
Chailengta,Dhalai
Chakmaghat,West Tripura
Ramchandraghat,West Tripura
Chandipur,North Tripura
Chankhala,West Tripura
Chantail,North Tripura
Chawmanu,Dhalai
Chebri,West Tripura
Chengkap,Dhalai
Deoracherra,North Tripura
Chotosarma,Dhalai
Churaibari,North Tripura
Promodenagar,West Tripura
Dalapatipara,Dhalai
Bilashpur,North Tripura
Darchai,North Tripura
Demcherra,Dhalai
Demdun,North Tripura
Deocherra,North Tripura
Dewanpassa,North Tripura
Dhanbilash,North Tripura
Dhanicherra,North Tripura
Dharmanagar,North Tripura
Dhumacherra,Dhalai
Dhupirbond,North Tripura
South Huruah,North Tripura
Dudhpur,North Tripura
Durgacherra,North Tripura
Durgapur,West Tripura
Paschimkalyanpur,West Tripura
Tulashikhar,West Tripura
Huruah,North Tripura
Kameswar,North Tripura
Kumarghat,North Tripura
Masli,Dhalai
West Rataceherra,North Tripura
Fatikcherra,North Tripura
Fatikroy,North Tripura
Fulbari,North Tripura
Fultali,North Tripura
Gakulbari,West Tripura
Gakulnagar,North Tripura
Ganganagar,North Tripura
Ganki,West Tripura
Garchirampara,North Tripura
Kalachari,Dhalai
Ghilatali,West Tripura
Gobindapur,North Tripura
Golabari,West Tripura
Goldharpur,North Tripura
Lakshminarayan Pur,West Tripura
Nabincherra,North Tripura
Gulakpur,North Tripura
Hadrai,West Tripura
Halahali,Dhalai
Halflong,North Tripura
Vhamgmun,North Tripura
Paschim Hmunpui,North Tripura
Howaibari,West Tripura
East Huruah,North Tripura
Ichabpur,North Tripura
Ichailalcherra,North Tripura
Praytyakroy,North Tripura
Indurail,North Tripura
Irani,North Tripura
Jagabandhupara,Dhalai
Chandrahalampara,North Tripura
Jlebassa,North Tripura
Jampui,North Tripura
Jamthing,Dhalai
Jamircherra,Dhalai
Uttarlaljuri,North Tripura
Jubarajnagar,North Tripura
Juri,North Tripura
Kacharicherra,North Tripura
Kachucherra,Dhalai
Kadamtala,North Tripura
Kailashahar,North Tripura
Kalacherra,North Tripura
Kalangangarpar,North Tripura
Kalagong,North Tripura
Kalapani,North Tripura
Sorojini,North Tripura
Dwarikapur,West Tripura
Salema,Dhalai
Kanchanbari,North Tripura
Manu,Dhalai
Kanchanpur,North Tripura
Kangrai,North Tripura
Karaicherra,North Tripura
Karailong,West Tripura
Karamcherra,North Tripura
Karaticherra,Dhalai
Paschim Karingicherra,West Tripura
Katalutma,Dhalai
Khasiamangal,West Tripura
Khedacherra,North Tripura
Lakhinagar,North Tripura
Khowai,West Tripura
Ramguna,North Tripura
Kuchainala,Dhalai
Kulai,Dhalai
Kurti,North Tripura
Labancherra,Dhalai
Laljuri,North Tripura
Latiapur,North Tripura
Longtharai,Dhalai
Machmara,North Tripura
Maharanipur,Dhalai
Maigonga,West Tripura
Mainerma,Dhalai
Manikbhander,Dhalai
Manughat,Dhalai
Manuvelly,North Tripura
Maracherra,Dhalai
Masauli,North Tripura
Mechuria,Dhalai
Mendihaor,Dhalai
Moharcherra,West Tripura
Madhya Krishnapur,West Tripura
Sandukarkari,West Tripura
Nagbangshi,Dhalai
Nalicherra,Dhalai
Nalkata,North Tripura
Narendranagar,North Tripura
Natinmanu,Dhalai
Kathalcherra,North Tripura
Noagaon,Dhalai
Noorpur,North Tripura
Padmabil,North Tripura
Nunacherra,West Tripura
Sukantanagar,North Tripura
Paglabari,West Tripura
Paharmora,West Tripura
Paschimbelcherra,West Tripura
Paschim Dalucherra,Dhalai
Kunjaban,West Tripura
Paschim Laxmicherra,West Tripura
Radhapur,North Tripura
West Ratacherra,North Tripura
Pearacherra,North Tripura
Pechardahar,North Tripura
Pekucherra,North Tripura
Vhangmun,North Tripura
Piplacherra,North Tripura
Prayekroy,North Tripura
Premtala,North Tripura
Betcherra,North Tripura
Raghna,North Tripura
Rahumcherra,North Tripura
Rajkandi,North Tripura
Badlabari,West Tripura
Paschim Ddwarikapur,West Tripura
Mayachari,Dhalai
Ramgunapara,North Tripura
Rangauti,North Tripura
Rangrung,North Tripura
Ranibari,North Tripura
Ranipukur,Dhalai
Ratacherra,North Tripura
Ratia,West Tripura
Rowa,North Tripura
Rupacherra,West Tripura
Sabual,North Tripura
Murticherra,North Tripura
Saidarpar,North Tripura
Pratyakroy,North Tripura
Sakhan Serhmun,North Tripura
Samatal Padmabil,West Tripura
Sanicherra,North Tripura
Sarma,Dhalai
Satnala,North Tripura
Ambedkarnagar,North Tripura
Sibnagar,North Tripura
Sindhukumarpara,Dhalai
Halhuli,Dhalai
Singicherra,West Tripura
Sonamukhi,North Tripura
Pratyekroy,North Tripura
Sonatala,West Tripura
South Ganganagar,North Tripura
Unokoti,North Tripura
Sreerampur,North Tripura
Srirampur Lambucherra,Dhalai
Suknacherra,North Tripura
Tablabari Madhya Ganki,West Tripura
Tarakpur,North Tripura
Taraninagar,North Tripura
Kriahnanagar,North Tripura
Krishnanagar,North Tripura
Tilthai,North Tripura
Tiangsang,North Tripura
Damcherra,North Tripura
Northganganagar,North Tripura
Jubaraznagar,North Tripura
Tuichama,North Tripura
Uttar Dhanicherra,North Tripura
Ujandodhpur,North Tripura
Uptakhali,North Tripura
Uttarchebri,West Tripura
Pulinpur,West Tripura
Zaithang,North Tripura
Zamurtali,North Tripura
Lower Chandmari,West Garo Hills
Dambo Rongjeng,East Garo Hills
Jowai,Jaintia Hills
Amlarem,Jaintia Hills
Ampati,West Garo Hills
Araimile,West Garo Hills
Shillong,East Khasi Hills
Baghmara,South Garo Hills
Balat,East Khasi Hills
Williamnagar,East Garo Hills
Mahendraganj,West Garo Hills
Barengapara,West Garo Hills
Sumer,Ri Bhoi
Ladrymbai,Jaintia Hills
Tikrikilla,West Garo Hills
Umiam,Ri Bhoi
Bholaganj Bazar,East Khasi Hills
Dobasipara,West Garo Hills
Nongstoin,West Khasi Hills
Byrnihat,Ri Bhoi
Cherrabazar,East Khasi Hills
Cherrapunjee,East Khasi Hills
Rongjeng,East Garo Hills
Resubelpara,East Garo Hills
Shella,East Khasi Hills
Garobadha,West Garo Hills
Dawki,Jaintia Hills
Upper Shillong,East Khasi Hills
Mawpat,East Khasi Hills
Ronjeng,East Garo Hills
Mairang,West Khasi Hills
Grobadha,West Garo Hills
Nongpoh,Ri Bhoi
Khliehriat,Jaintia Hills
Pynursla,East Khasi Hills
Nangwalbibra,East Garo Hills
